Export;EXP-2023-01 (20230706 14:53);;;StationsCode;NL10131;NL10444;NL10538;NL10633;NL10738
Periode;20180101 00:00 - 20190101 00:00;;;BeheerderMeetStation;RIVM;RIVM;RIVM;RIVM;RIVM
Bron;https://data.rivm.nl/data/luchtmeetnet;;;StationsNaam;Vredepeel-Vredeweg;De Zilk-Vogelaarsdreef;Wieringerwerf-Medemblikkerweg;Zegveld-Oude Meije;Wekerom-Riemterdijk
Beschrijving data;https://data.rivm.nl/data/luchtmeetnet/readme.pdf;;;Latitude,Longitude;(51.54052,5.85307);(52.296556,4.510817);(52.803657,5.050509);(52.13795,4.83819);(52.111621,5.708419)
Accreditatienummer;https://www.rva.nl/alle-geaccrediteerden/;;;StationsGebied;regionaal;regionaal;regionaal;regionaal;regionaal
;;;;StationsType;achtergrond;achtergrond;achtergrond;achtergrond;achtergrond
;;;;Meetprincipe;Differentiële optische absorptiespectroscopie (DOAS);Differentiële optische absorptiespectroscopie (DOAS);Differentiële optische absorptiespectroscopie (DOAS);Differentiële optische absorptiespectroscopie (DOAS);Differentiële optische absorptiespectroscopie (DOAS)
;;;;Meetopstelling;miniDOAS;miniDOAS;miniDOAS;miniDOAS;miniDOAS
;;;;Accreditatienummer;nvt;nvt;nvt;nvt;nvt
Component;Bep.periode;Eenheid; Begindatumtijd;Einddatumtijd;NL10131;NL10444;NL10538;NL10633;NL10738
NH3;uur;µg/m³;20180814 19:00;20180814 20:00;32.73;1.874;4.152;9.581;11.866
NH3;uur;µg/m³;20180814 20:00;20180814 21:00;31.562;2.065;5.399;11.239;41.346
NH3;uur;µg/m³;20180814 21:00;20180814 22:00;38.157;2.254;6.524;13.015;31.737
NH3;uur;µg/m³;20180814 22:00;20180814 23:00;27.816;2.288;7.765;14.231;27.7
NH3;uur;µg/m³;20180814 23:00;20180815 00:00;31.685;2.916;7.96;15.512;38.997
NH3;uur;µg/m³;20180815 00:00;20180815 01:00;32.893;3.22;10.669;27.689;35.822
NH3;uur;µg/m³;20180815 01:00;20180815 02:00;30.46;3.508;11.625;32.767;27.215
NH3;uur;µg/m³;20180815 02:00;20180815 03:00;26.624;3.553;12.023;21.745;22.257
NH3;uur;µg/m³;20180815 03:00;20180815 04:00;26.524;3.703;10.607;15.299;27.019
NH3;uur;µg/m³;20180815 04:00;20180815 05:00;27.402;3.246;11.357;29.235;30.967
NH3;uur;µg/m³;20180815 05:00;20180815 06:00;25.343;;8.93;19.035;22.888
NH3;uur;µg/m³;20180815 06:00;20180815 07:00;22.833;3.175;7.803;27.742;25.129
NH3;uur;µg/m³;20180815 07:00;20180815 08:00;17.778;3.687;8.223;19.095;29.772
NH3;uur;µg/m³;20180815 08:00;20180815 09:00;12.806;3.394;7.922;13.048;23.451
NH3;uur;µg/m³;20180815 09:00;20180815 10:00;10.503;2.82;7.303;11.438;23.269
NH3;uur;µg/m³;20180815 10:00;20180815 11:00;9.609;2.439;6.634;8.528;22.121
NH3;uur;µg/m³;20180815 11:00;20180815 12:00;11.977;2.532;6.711;11.42;21.066
NH3;uur;µg/m³;20180815 12:00;20180815 13:00;12.663;2.6;4.608;12.677;21.477
NH3;uur;µg/m³;20180815 13:00;20180815 14:00;9.151;1.899;5.429;27.582;16.496
NH3;uur;µg/m³;20180815 14:00;20180815 15:00;8.229;1.942;4.961;32.808;19.427
NH3;uur;µg/m³;20180815 15:00;20180815 16:00;10.517;2.051;4.695;47.563;21.148
NH3;uur;µg/m³;20180815 16:00;20180815 17:00;9.063;2.093;4.585;37.89;26.518
NH3;uur;µg/m³;20180815 17:00;20180815 18:00;9.585;1.967;4.838;34.814;16.146
NH3;uur;µg/m³;20180815 18:00;20180815 19:00;11.678;1.962;4.452;32.733;17.252
NH3;uur;µg/m³;20180815 19:00;20180815 20:00;13.251;2.13;4.925;22.066;23.158
NH3;uur;µg/m³;20180815 20:00;20180815 21:00;17.094;2.547;5.143;25.081;40.535
NH3;uur;µg/m³;20180815 21:00;20180815 22:00;22.807;4.958;6.744;41.3;33.509
NH3;uur;µg/m³;20180815 22:00;20180815 23:00;37.65;6.356;7.068;40.409;45.894
NH3;uur;µg/m³;20180815 23:00;20180816 00:00;39.873;4.708;7.023;32.344;45.797
NH3;uur;µg/m³;20180816 00:00;20180816 01:00;34.52;7.069;6.72;30.78;40.893
NH3;uur;µg/m³;20180816 01:00;20180816 02:00;35.352;6.808;7.751;24.217;31.505
NH3;uur;µg/m³;20180816 02:00;20180816 03:00;32.645;7.143;7.997;19.398;25.84
NH3;uur;µg/m³;20180816 03:00;20180816 04:00;33.31;8.092;8.266;18.048;26.638
NH3;uur;µg/m³;20180816 04:00;20180816 05:00;28.329;6.837;9.292;15.453;23.545
NH3;uur;µg/m³;20180816 05:00;20180816 06:00;29.84;6.175;8.27;16.281;24.529
NH3;uur;µg/m³;20180816 06:00;20180816 07:00;34.375;9.294;8.529;18.996;19.061
NH3;uur;µg/m³;20180816 07:00;20180816 08:00;32.299;53.233;8.551;20.398;19.775
NH3;uur;µg/m³;20180816 08:00;20180816 09:00;31.84;155.106;6.151;19.496;17.836
NH3;uur;µg/m³;20180816 09:00;20180816 10:00;23.861;81.198;5.135;23.793;17.173
NH3;uur;µg/m³;20180816 10:00;20180816 11:00;9.439;53.984;4.861;44.626;17.812
NH3;uur;µg/m³;20180816 11:00;20180816 12:00;6.424;91.507;3.765;90.834;15.162
NH3;uur;µg/m³;20180816 12:00;20180816 13:00;6.79;59.465;4.219;78.533;15.324
NH3;uur;µg/m³;20180816 13:00;20180816 14:00;8.119;19.346;4.251;58.164;12.765
NH3;uur;µg/m³;20180816 14:00;20180816 15:00;;7.282;4.922;28.565;13.354
NH3;uur;µg/m³;20180816 15:00;20180816 16:00;;2.444;;15.364;15.835
NH3;uur;µg/m³;20180816 16:00;20180816 17:00;12.219;1.283;;10.498;19.629
NH3;uur;µg/m³;20180816 17:00;20180816 18:00;14.5;1.088;3.312;6.377;21.795
NH3;uur;µg/m³;20180816 18:00;20180816 19:00;29.688;1.158;3.929;10.086;38.913
NH3;uur;µg/m³;20180816 19:00;20180816 20:00;48.275;2.206;4.993;28.034;61.586
NH3;uur;µg/m³;20180816 20:00;20180816 21:00;57.023;3.211;8.219;33.19;31.647
NH3;uur;µg/m³;20180816 21:00;20180816 22:00;42.315;8.546;8.762;22.434;25.139
NH3;uur;µg/m³;20180816 22:00;20180816 23:00;41.33;11.463;9.002;34.941;45.544
NH3;uur;µg/m³;20180816 23:00;20180817 00:00;38.651;9.353;10.414;18.052;91.606
NH3;uur;µg/m³;20180817 00:00;20180817 01:00;30.16;2.215;12.103;13.178;64.086
NH3;uur;µg/m³;20180817 01:00;20180817 02:00;32.709;2.145;7.532;14.682;37.108
NH3;uur;µg/m³;20180817 02:00;20180817 03:00;25.267;2.355;5.923;30.433;14.792
NH3;uur;µg/m³;20180817 03:00;20180817 04:00;19.718;2.448;7.406;;
NH3;uur;µg/m³;20180817 04:00;20180817 05:00;15.022;2.254;11.435;;
NH3;uur;µg/m³;20180817 05:00;20180817 06:00;12.668;2.582;12.743;;12.399
NH3;uur;µg/m³;20180817 06:00;20180817 07:00;31.881;2.317;14.927;;
NH3;uur;µg/m³;20180817 07:00;20180817 08:00;21.344;3.215;19.855;;
NH3;uur;µg/m³;20180817 08:00;20180817 09:00;20.2;3.197;;;36.614
NH3;uur;µg/m³;20180817 09:00;20180817 10:00;16.303;3.211;4.221;;35.131
NH3;uur;µg/m³;20180817 10:00;20180817 11:00;11.988;3.059;5.11;15.2;18.93
NH3;uur;µg/m³;20180817 11:00;20180817 12:00;11.331;2.815;5.225;10.78;19.735
NH3;uur;µg/m³;20180817 12:00;20180817 13:00;10.369;2.5;4.823;10.284;17.623
NH3;uur;µg/m³;20180817 13:00;20180817 14:00;11.872;2.353;4.361;10.402;19.028
NH3;uur;µg/m³;20180817 14:00;20180817 15:00;14.981;2.326;4.7;11.277;26.505
NH3;uur;µg/m³;20180817 15:00;20180817 16:00;17.341;2.021;4.221;9.765;31.85
NH3;uur;µg/m³;20180817 16:00;20180817 17:00;21.807;2.014;3.98;8.592;38.107
NH3;uur;µg/m³;20180817 17:00;20180817 18:00;15.422;1.717;4.01;6.785;25.607
NH3;uur;µg/m³;20180817 18:00;20180817 19:00;22.698;1.88;3.985;7.898;18.542
NH3;uur;µg/m³;20180817 19:00;20180817 20:00;18.5;2.599;6.063;16.084;43.82
NH3;uur;µg/m³;20180817 20:00;20180817 21:00;91.167;4.128;6.776;13.693;31.662
NH3;uur;µg/m³;20180817 21:00;20180817 22:00;70.916;4.292;8.209;19.906;27.116
NH3;uur;µg/m³;20180817 22:00;20180817 23:00;45.701;3.093;9.968;12.86;47.69
NH3;uur;µg/m³;20180817 23:00;20180818 00:00;46.486;4.022;14.645;38.71;51.425
NH3;uur;µg/m³;20180818 00:00;20180818 01:00;55.766;7.607;12.46;38.031;46.116
NH3;uur;µg/m³;20180818 01:00;20180818 02:00;10.77;8.292;19.306;28.015;41.545
NH3;uur;µg/m³;20180818 02:00;20180818 03:00;41.677;7.066;14.225;28.983;38.095
NH3;uur;µg/m³;20180818 03:00;20180818 04:00;53.076;10.664;13.015;23.581;36.144
NH3;uur;µg/m³;20180818 04:00;20180818 05:00;44.326;11.621;11.19;23.468;31.783
NH3;uur;µg/m³;20180818 05:00;20180818 06:00;34.235;9.899;12.768;23.193;21.038
NH3;uur;µg/m³;20180818 06:00;20180818 07:00;32.465;12.245;14.283;32.226;19.916
NH3;uur;µg/m³;20180818 07:00;20180818 08:00;25.838;11.82;13.357;26.387;19.824
NH3;uur;µg/m³;20180818 08:00;20180818 09:00;17.335;11.035;11.962;20.492;19.308
NH3;uur;µg/m³;20180818 09:00;20180818 10:00;7.078;7.817;9.45;19.882;16.17
NH3;uur;µg/m³;20180818 10:00;20180818 11:00;5.439;2.969;19.631;12.063;12.958
NH3;uur;µg/m³;20180818 11:00;20180818 12:00;7.098;2.8;7.707;11.081;12.321
NH3;uur;µg/m³;20180818 12:00;20180818 13:00;11.555;2.819;14.902;9.487;12.625
NH3;uur;µg/m³;20180818 13:00;20180818 14:00;10.113;2.333;7.791;8.898;12.818
NH3;uur;µg/m³;20180818 14:00;20180818 15:00;10.753;2.029;5.48;7.843;13.691
NH3;uur;µg/m³;20180818 15:00;20180818 16:00;10.044;1.718;3.015;8.943;13.895
NH3;uur;µg/m³;20180818 16:00;20180818 17:00;11.661;1.656;4.436;7.683;14.436
NH3;uur;µg/m³;20180818 17:00;20180818 18:00;12.36;1.592;2.984;6.478;14.074
NH3;uur;µg/m³;20180818 18:00;20180818 19:00;17.522;1.683;4.452;9.441;15.464
NH3;uur;µg/m³;20180818 19:00;20180818 20:00;34.137;2.258;8.129;7.333;18.387
NH3;uur;µg/m³;20180818 20:00;20180818 21:00;21.489;2.151;10.454;8.998;28.326
NH3;uur;µg/m³;20180818 21:00;20180818 22:00;37.062;2.12;14.76;9.107;24.566
NH3;uur;µg/m³;20180818 22:00;20180818 23:00;39.523;2.161;16.685;7.469;31.518
NH3;uur;µg/m³;20180818 23:00;20180819 00:00;41.764;2.279;20.216;8.135;26.195
NH3;uur;µg/m³;20180819 00:00;20180819 01:00;41.621;2.5;18.805;13.847;21.104
NH3;uur;µg/m³;20180819 01:00;20180819 02:00;39.137;2.933;17.548;18.804;16.723
NH3;uur;µg/m³;20180819 02:00;20180819 03:00;37.324;3.499;16.969;12.831;22.654
NH3;uur;µg/m³;20180819 03:00;20180819 04:00;33.304;4.406;17.27;23.555;18.689
NH3;uur;µg/m³;20180819 04:00;20180819 05:00;28.989;4.966;16.388;21.787;17.174
NH3;uur;µg/m³;20180819 05:00;20180819 06:00;27.208;5.172;17.211;20.663;15.66
NH3;uur;µg/m³;20180819 06:00;20180819 07:00;26.442;5.783;16.909;18.463;16.672
NH3;uur;µg/m³;20180819 07:00;20180819 08:00;21.179;6.507;16.607;17.106;17.601
NH3;uur;µg/m³;20180819 08:00;20180819 09:00;11.675;6.426;16.866;13.341;14.964
NH3;uur;µg/m³;20180819 09:00;20180819 10:00;7.743;5.026;16.007;14.05;13.318
NH3;uur;µg/m³;20180819 10:00;20180819 11:00;4.973;5.098;14.825;11.586;12.684
NH3;uur;µg/m³;20180819 11:00;20180819 12:00;5.409;5.058;13.208;9.779;12.303
NH3;uur;µg/m³;20180819 12:00;20180819 13:00;6.3;4.556;10.77;9.905;11.015
NH3;uur;µg/m³;20180819 13:00;20180819 14:00;7.297;5.1;8.321;9.204;10.447
NH3;uur;µg/m³;20180819 14:00;20180819 15:00;7.15;3.895;6.503;9.055;10.843
NH3;uur;µg/m³;20180819 15:00;20180819 16:00;6.946;3.081;5.347;8.429;12.313
NH3;uur;µg/m³;20180819 16:00;20180819 17:00;8.051;1.822;;9.18;11.214
NH3;uur;µg/m³;20180819 17:00;20180819 18:00;8.868;1.633;5.58;6.481;12.277
NH3;uur;µg/m³;20180819 18:00;20180819 19:00;15.169;1.743;4.597;6.331;13.049
NH3;uur;µg/m³;20180819 19:00;20180819 20:00;19.333;1.931;;6.153;16.077
NH3;uur;µg/m³;20180819 20:00;20180819 21:00;17.282;1.862;;6.779;11.306
NH3;uur;µg/m³;20180819 21:00;20180819 22:00;22.482;1.723;;7.258;10.804
NH3;uur;µg/m³;20180819 22:00;20180819 23:00;23.721;1.792;6.185;7.138;13.826
NH3;uur;µg/m³;20180819 23:00;20180820 00:00;18.685;1.596;5.308;8.275;11.962
NH3;uur;µg/m³;20180820 00:00;20180820 01:00;17.2;1.796;5.322;8.011;13.191
NH3;uur;µg/m³;20180820 01:00;20180820 02:00;15.472;1.864;5.998;7.197;13.515
NH3;uur;µg/m³;20180820 02:00;20180820 03:00;12.935;1.945;5.968;8.484;13.605
NH3;uur;µg/m³;20180820 03:00;20180820 04:00;11.379;2.259;5.075;9.964;13.966
NH3;uur;µg/m³;20180820 04:00;20180820 05:00;10.96;2.284;5;11.157;14.324
NH3;uur;µg/m³;20180820 05:00;20180820 06:00;12.351;1.946;3.398;11.805;15.256
NH3;uur;µg/m³;20180820 06:00;20180820 07:00;11.275;1.548;4.463;8.347;14.945
NH3;uur;µg/m³;20180820 07:00;20180820 08:00;19.22;1.305;;5.517;14.087
NH3;uur;µg/m³;20180820 08:00;20180820 09:00;24.59;1.285;;4.762;23.298
NH3;uur;µg/m³;20180820 09:00;20180820 10:00;15.815;1.333;3.225;5.434;37.164
NH3;uur;µg/m³;20180820 10:00;20180820 11:00;13.813;1.461;3.508;4.96;33.004
NH3;uur;µg/m³;20180820 11:00;20180820 12:00;19.716;1.398;;5.171;30.588
NH3;uur;µg/m³;20180820 12:00;20180820 13:00;17.809;1.5;2.91;5.477;32.797
NH3;uur;µg/m³;20180820 13:00;20180820 14:00;22.819;1.306;1.888;6.984;44.704
NH3;uur;µg/m³;20180820 14:00;20180820 15:00;15.748;1.292;3.803;6.814;28.753
NH3;uur;µg/m³;20180820 15:00;20180820 16:00;14.543;1.138;4.741;6.27;27.285
NH3;uur;µg/m³;20180820 16:00;20180820 17:00;15.57;1.055;3.978;4.924;24.572
NH3;uur;µg/m³;20180820 17:00;20180820 18:00;45.937;1.047;2.895;4.753;33.32
NH3;uur;µg/m³;20180820 18:00;20180820 19:00;53.801;1.115;2.9;5.326;37.268
NH3;uur;µg/m³;20180820 19:00;20180820 20:00;53.275;1.096;6.159;5.274;44.971
NH3;uur;µg/m³;20180820 20:00;20180820 21:00;47.673;1.106;9.097;6.982;47.638
NH3;uur;µg/m³;20180820 21:00;20180820 22:00;48.922;;;9.325;30.526
NH3;uur;µg/m³;20180820 22:00;20180820 23:00;48.102;;;12.771;33.678
NH3;uur;µg/m³;20180820 23:00;20180821 00:00;75.222;;17.97;;21.628
NH3;uur;µg/m³;20180821 00:00;20180821 01:00;109.702;;16.644;;49.08
NH3;uur;µg/m³;20180821 01:00;20180821 02:00;79.079;;22.565;;54.942
NH3;uur;µg/m³;20180821 02:00;20180821 03:00;89.709;;33.416;;49.805
NH3;uur;µg/m³;20180821 03:00;20180821 04:00;84.574;;24.778;;35.935
NH3;uur;µg/m³;20180821 04:00;20180821 05:00;52.657;;30.435;;36.512
NH3;uur;µg/m³;20180821 05:00;20180821 06:00;48.285;;32.02;;25.17
NH3;uur;µg/m³;20180821 06:00;20180821 07:00;32.704;;22.661;;49.604
NH3;uur;µg/m³;20180821 07:00;20180821 08:00;;;19.426;;58.476
NH3;uur;µg/m³;20180821 08:00;20180821 09:00;;13.853;10.882;22.016;26.54
NH3;uur;µg/m³;20180821 09:00;20180821 10:00;22.962;11.713;14.772;15.697;41.155
NH3;uur;µg/m³;20180821 10:00;20180821 11:00;21.441;9.584;13.475;15.331;19.178
NH3;uur;µg/m³;20180821 11:00;20180821 12:00;22.505;7.266;14.234;16.365;14.372
NH3;uur;µg/m³;20180821 12:00;20180821 13:00;22.398;6.217;12.906;15.006;11.763
NH3;uur;µg/m³;20180821 13:00;20180821 14:00;21.519;6.531;11.813;11.586;17.788
NH3;uur;µg/m³;20180821 14:00;20180821 15:00;26.536;2.913;11.131;11.397;16.044
NH3;uur;µg/m³;20180821 15:00;20180821 16:00;23.92;2.014;9.799;13.05;17.229
NH3;uur;µg/m³;20180821 16:00;20180821 17:00;22.428;1.832;9.779;11.495;17.473
NH3;uur;µg/m³;20180821 17:00;20180821 18:00;21.085;1.618;9.04;13.508;22.996
NH3;uur;µg/m³;20180821 18:00;20180821 19:00;41.117;1.429;8.061;11.078;27.72
NH3;uur;µg/m³;20180821 19:00;20180821 20:00;26.26;1.748;11.762;15.535;26.539
NH3;uur;µg/m³;20180821 20:00;20180821 21:00;20.076;;11.475;16.528;31.331
NH3;uur;µg/m³;20180821 21:00;20180821 22:00;15.162;;;22.591;43.457
NH3;uur;µg/m³;20180821 22:00;20180821 23:00;20.796;;;;47.41
NH3;uur;µg/m³;20180821 23:00;20180822 00:00;14.361;;;;53.05
NH3;uur;µg/m³;20180822 00:00;20180822 01:00;15.066;;;;53.395
NH3;uur;µg/m³;20180822 01:00;20180822 02:00;28.982;;;;45.781
NH3;uur;µg/m³;20180822 02:00;20180822 03:00;39.449;;;;43.455
NH3;uur;µg/m³;20180822 03:00;20180822 04:00;35.946;;;;55.671
NH3;uur;µg/m³;20180822 04:00;20180822 05:00;35.765;;;;61.572
NH3;uur;µg/m³;20180822 05:00;20180822 06:00;101.314;;;;71.228
NH3;uur;µg/m³;20180822 06:00;20180822 07:00;90.721;;;;66.456
NH3;uur;µg/m³;20180822 07:00;20180822 08:00;124.695;;;;145.765
NH3;uur;µg/m³;20180822 08:00;20180822 09:00;108.351;2.499;;;181.754
NH3;uur;µg/m³;20180822 09:00;20180822 10:00;71.485;2.551;;11.641;72.939
NH3;uur;µg/m³;20180822 10:00;20180822 11:00;46.072;2.423;;11.038;39.342
NH3;uur;µg/m³;20180822 11:00;20180822 12:00;26.251;2.085;;10.611;28.362
NH3;uur;µg/m³;20180822 12:00;20180822 13:00;25.692;2.21;;10.64;20.052
NH3;uur;µg/m³;20180822 13:00;20180822 14:00;18.4;2.183;;9.458;18.953
NH3;uur;µg/m³;20180822 14:00;20180822 15:00;18.018;2.141;;8.764;24.363
NH3;uur;µg/m³;20180822 15:00;20180822 16:00;20.484;2.185;;7.709;20.984
NH3;uur;µg/m³;20180822 16:00;20180822 17:00;21.147;2.172;;7.503;23.51
NH3;uur;µg/m³;20180822 17:00;20180822 18:00;23.358;2.381;;6.926;17.034
NH3;uur;µg/m³;20180822 18:00;20180822 19:00;29.03;2.42;;6.663;15.778
NH3;uur;µg/m³;20180822 19:00;20180822 20:00;31.738;2.644;;8.448;29.953
NH3;uur;µg/m³;20180822 20:00;20180822 21:00;33.79;;;13.968;31.343
NH3;uur;µg/m³;20180822 21:00;20180822 22:00;41.935;;;;97.357
NH3;uur;µg/m³;20180822 22:00;20180822 23:00;32.941;;;;81.77
NH3;uur;µg/m³;20180822 23:00;20180823 00:00;31.066;;;;59.867
NH3;uur;µg/m³;20180823 00:00;20180823 01:00;20.834;;;;56.873
NH3;uur;µg/m³;20180823 01:00;20180823 02:00;12.957;;;;39.118
NH3;uur;µg/m³;20180823 02:00;20180823 03:00;14.229;;;;33.857
NH3;uur;µg/m³;20180823 03:00;20180823 04:00;26.216;;;;30.46
NH3;uur;µg/m³;20180823 04:00;20180823 05:00;30.163;;;;
NH3;uur;µg/m³;20180823 05:00;20180823 06:00;40.446;;;25.259;
NH3;uur;µg/m³;20180823 06:00;20180823 07:00;35.289;;;27.355;30.762
NH3;uur;µg/m³;20180823 07:00;20180823 08:00;47.488;;;18.372;18.806
NH3;uur;µg/m³;20180823 08:00;20180823 09:00;22.248;;;14.464;15.579
NH3;uur;µg/m³;20180823 09:00;20180823 10:00;15.376;;13.437;14.226;12.919
NH3;uur;µg/m³;20180823 10:00;20180823 11:00;10.145;;13.595;13.784;12.458
NH3;uur;µg/m³;20180823 11:00;20180823 12:00;11.046;;10.489;12.468;13.088
NH3;uur;µg/m³;20180823 12:00;20180823 13:00;9.341;;10.028;11.523;15.196
NH3;uur;µg/m³;20180823 13:00;20180823 14:00;7.387;;7.385;11.01;14.768
NH3;uur;µg/m³;20180823 14:00;20180823 15:00;10.751;;6.171;18.631;15.252
NH3;uur;µg/m³;20180823 15:00;20180823 16:00;11.407;;6.64;15.977;14.227
NH3;uur;µg/m³;20180823 16:00;20180823 17:00;13.887;2.234;7.987;13.212;15.382
NH3;uur;µg/m³;20180823 17:00;20180823 18:00;11.986;1.954;;10.697;15.34
NH3;uur;µg/m³;20180823 18:00;20180823 19:00;13.944;;;8.951;18.364
NH3;uur;µg/m³;20180823 19:00;20180823 20:00;15.706;1.398;;;17.04
NH3;uur;µg/m³;20180823 20:00;20180823 21:00;24.56;1.739;5.357;;15.192
NH3;uur;µg/m³;20180823 21:00;20180823 22:00;19.308;2.295;7.601;14.4;20.699
NH3;uur;µg/m³;20180823 22:00;20180823 23:00;20.077;1.972;10.205;22.398;37.04
NH3;uur;µg/m³;20180823 23:00;20180824 00:00;18.235;2.237;14.323;26.531;35.684
NH3;uur;µg/m³;20180824 00:00;20180824 01:00;18.212;;16.98;34.552;
NH3;uur;µg/m³;20180824 01:00;20180824 02:00;12.498;;17.479;22.455;
NH3;uur;µg/m³;20180824 02:00;20180824 03:00;9.643;;15.151;27.1;18.428
NH3;uur;µg/m³;20180824 03:00;20180824 04:00;10.023;;7.342;19.108;16.448
NH3;uur;µg/m³;20180824 04:00;20180824 05:00;8.582;1.654;7.218;18.566;15.784
NH3;uur;µg/m³;20180824 05:00;20180824 06:00;10.514;1.759;5.018;16.077;22.469
NH3;uur;µg/m³;20180824 06:00;20180824 07:00;18.74;1.764;5.692;15.33;23.674
NH3;uur;µg/m³;20180824 07:00;20180824 08:00;21.899;1.813;7.036;14.373;15.638
NH3;uur;µg/m³;20180824 08:00;20180824 09:00;15.83;1.543;6.174;11.187;16.147
NH3;uur;µg/m³;20180824 09:00;20180824 10:00;10.997;1.6;5.339;11.164;15.209
NH3;uur;µg/m³;20180824 10:00;20180824 11:00;10.17;1.402;6.035;23.681;13.014
NH3;uur;µg/m³;20180824 11:00;20180824 12:00;11.156;1.414;5.403;26.591;14.883
NH3;uur;µg/m³;20180824 12:00;20180824 13:00;10.667;1.331;5.279;16.973;13.907
NH3;uur;µg/m³;20180824 13:00;20180824 14:00;9.619;1.409;4.883;20.318;14.484
NH3;uur;µg/m³;20180824 14:00;20180824 15:00;11.941;1.218;4.637;12.811;23.429
NH3;uur;µg/m³;20180824 15:00;20180824 16:00;11.94;1.149;5.093;10.246;13.244
NH3;uur;µg/m³;20180824 16:00;20180824 17:00;13.069;1.246;4.975;9.076;13.782
NH3;uur;µg/m³;20180824 17:00;20180824 18:00;14.469;1.433;5.905;9.394;14.985
NH3;uur;µg/m³;20180824 18:00;20180824 19:00;24.372;1.539;6.174;12.2;13.333
NH3;uur;µg/m³;20180824 19:00;20180824 20:00;31.707;1.382;6.915;22.212;15.925
NH3;uur;µg/m³;20180824 20:00;20180824 21:00;32.631;1.237;6.026;16.932;14.824
NH3;uur;µg/m³;20180824 21:00;20180824 22:00;28.411;1.708;6.916;21.517;21.584
NH3;uur;µg/m³;20180824 22:00;20180824 23:00;31.208;1.307;7.519;7.237;30.226
NH3;uur;µg/m³;20180824 23:00;20180825 00:00;26.446;2.423;5.985;7.326;37.422
NH3;uur;µg/m³;20180825 00:00;20180825 01:00;20.175;2.26;5.207;11.216;28.866
NH3;uur;µg/m³;20180825 01:00;20180825 02:00;20.68;1.625;4.611;8.283;24.326
NH3;uur;µg/m³;20180825 02:00;20180825 03:00;12.145;2.107;4.235;5.536;14.198
NH3;uur;µg/m³;20180825 03:00;20180825 04:00;6.816;1.864;4.502;4.963;15.373
NH3;uur;µg/m³;20180825 04:00;20180825 05:00;6.763;1.454;3.431;5.252;8.848
NH3;uur;µg/m³;20180825 05:00;20180825 06:00;5.618;1.379;3.807;4.247;7.939
NH3;uur;µg/m³;20180825 06:00;20180825 07:00;6.94;1.438;4.392;5.205;8.337
NH3;uur;µg/m³;20180825 07:00;20180825 08:00;6.909;1.473;5.399;5.428;8.186
NH3;uur;µg/m³;20180825 08:00;20180825 09:00;7.905;1.636;6.022;5.785;9.93
NH3;uur;µg/m³;20180825 09:00;20180825 10:00;8.236;1.326;4.473;7.041;10.346
NH3;uur;µg/m³;20180825 10:00;20180825 11:00;7.862;0.979;4.13;6.952;11.707
NH3;uur;µg/m³;20180825 11:00;20180825 12:00;8.467;1.132;3.682;6.17;15.322
NH3;uur;µg/m³;20180825 12:00;20180825 13:00;8.054;1.142;3.683;6.7;9.859
NH3;uur;µg/m³;20180825 13:00;20180825 14:00;7.7;0.939;4.336;3.456;17.229
NH3;uur;µg/m³;20180825 14:00;20180825 15:00;10.044;0.831;3.921;6.558;17.243
NH3;uur;µg/m³;20180825 15:00;20180825 16:00;8.846;0.94;4.767;10.953;10.29
NH3;uur;µg/m³;20180825 16:00;20180825 17:00;13.875;0.725;3.899;4.266;11.669
NH3;uur;µg/m³;20180825 17:00;20180825 18:00;10.816;0.756;3.52;5.357;14.559
NH3;uur;µg/m³;20180825 18:00;20180825 19:00;12.756;0.713;5.149;5.302;19.253
NH3;uur;µg/m³;20180825 19:00;20180825 20:00;21.127;0.638;3.553;10.983;31.17
NH3;uur;µg/m³;20180825 20:00;20180825 21:00;55.652;0.902;3.926;9.428;16.558
NH3;uur;µg/m³;20180825 21:00;20180825 22:00;23.827;1;3.465;15.222;10.37
NH3;uur;µg/m³;20180825 22:00;20180825 23:00;16.481;1.076;4.659;10.73;8.835
NH3;uur;µg/m³;20180825 23:00;20180826 00:00;14.116;1.201;6.038;14.162;9.92
NH3;uur;µg/m³;20180826 00:00;20180826 01:00;14.575;0.99;8.02;8.489;11.766
NH3;uur;µg/m³;20180826 01:00;20180826 02:00;16.736;1.045;7.749;10.233;13.314
NH3;uur;µg/m³;20180826 02:00;20180826 03:00;19.294;0.921;9.219;10.278;12.255
NH3;uur;µg/m³;20180826 03:00;20180826 04:00;14.216;1.014;10.267;12.632;9.107
NH3;uur;µg/m³;20180826 04:00;20180826 05:00;19.327;1.087;9.621;9.018;12.952
NH3;uur;µg/m³;20180826 05:00;20180826 06:00;23.51;1.412;10.191;13.787;14.33
NH3;uur;µg/m³;20180826 06:00;20180826 07:00;24.243;2.51;12.17;14.335;19.049
NH3;uur;µg/m³;20180826 07:00;20180826 08:00;24.64;3.088;11.269;16.134;11.457
NH3;uur;µg/m³;20180826 08:00;20180826 09:00;20.329;3.328;9.904;13.136;11.745
NH3;uur;µg/m³;20180826 09:00;20180826 10:00;18.978;3.093;8.661;8.387;11.221
NH3;uur;µg/m³;20180826 10:00;20180826 11:00;12.62;2.968;6.143;8.043;9.04
